"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lflavo2a003380",645.845258960082,-0.323063772253987,0.0869935027783054,-3.71365403089107,0.000204288029107869,0.00433531028707934
"Lflavo2a011799",41.5879589965507,-0.657230266421326,0.115769481101932,-5.67705979300927,1.37029585014735e-08,2.41043604389983e-06
"Lflavo2a011836",267.494407304255,-0.36907749499135,0.0962920331966491,-3.83289751746766,0.000126642721681955,0.00302705681676317
"Lflavo2a011861",2408.42713387433,-0.134625794125613,0.0440050183919303,-3.05932820949124,0.00221833973240566,0.0275279730246955
"Lflavo2a013481",300.56801440509,-0.245134976255262,0.0806440639594899,-3.03971506667126,0.00236802063767062,0.0288207311771847
"Lflavo2a013469",1.57221008061189,-2.68497994494454,0.616141536844926,-4.35773241111695,1.314169173299e-05,0.000547976275419772
"Lflavo2a013463",7586.4219876929,-0.36147874918143,0.092336487108377,-3.91479858614457,9.04797059642343e-05,0.00234165639021919
"Lflavo2a013457",30.7396589176409,-0.577977146687755,0.193233487363428,-2.99108169383039,0.00277991112747879,0.0319675581952566
"Lflavo2a013473",64.146220482561,-1.64384697088401,0.316901929280843,-5.18724191618035,2.13431403544139e-07,2.14536673312493e-05
"Lflavo2a003698",129.723342643554,-1.1141081261665,0.19595425586586,-5.68555207562913,1.30390743038161e-08,2.3300618811486e-06
"Lflavo2a003702",469.134294562211,-0.370357243786926,0.0718234183867628,-5.15649703266119,2.51612468619936e-07,2.42107108694294e-05
"Lflavo2a003683",2135.06136774993,-0.426179565823597,0.124535783064155,-3.42214546966031,0.000621290635815356,0.0102109342744661
"Lflavo2a003708",7689.1611465149,-0.5802088204469,0.137599547175693,-4.21664774598469,2.47960849481169e-05,0.000897602329086496
"Lflavo2a004875",725.112426204553,-0.152093826106789,0.0430622365605954,-3.53195370827451,0.000412501559573534,0.00752733803455564
"Lflavo2a004895",831.146614713192,-0.922588035813428,0.328145739976337,-2.81151916182108,0.00493081536512071,0.0487795425136459
"Lflavo2a004902",41.213370660545,-0.510747826254879,0.109284031504539,-4.67358148508336,2.95992191152696e-06,0.00017631111576704
"Lflavo2a001235",830.557522886025,-0.214182909900237,0.0518726296836537,-4.12901584528171,3.64319298532725e-05,0.00117859386864409
"Lflavo2a001575",339.273535178971,-0.254170755773438,0.075612630530192,-3.3614854289714,0.000775244468379012,0.0121555741295417
"Lflavo2a001558",463.586020705373,-0.277273257574437,0.0764443469753643,-3.627125726691,0.000286593763682627,0.00568040949214615
"Lflavo2a001568",21158.9089005573,-0.316319290824414,0.108289075268215,-2.92106373649363,0.00348838454268253,0.0379441866488115
"Lflavo2a001559",22911.0376641184,-0.402012636722362,0.0840069856349063,-4.78546675236636,1.70590424999167e-06,0.00011569319305064
"Lflavo2a001617",1751.47620626543,-0.347184342357591,0.0882655123741877,-3.93340879148537,8.37496266976768e-05,0.0022237106069869
"Lflavo2a001586",299.572357459695,-0.235111515542983,0.0818214324973829,-2.87347102546149,0.0040598831636298,0.0425569503316055
"Lflavo2a001565",2918.65315682152,-0.203298924505364,0.0615962444174847,-3.30050843891476,0.000965098111352495,0.0144674760820325
"Lflavo2a001589",560.576480629259,-0.141244180996719,0.0424017776973585,-3.33109102181623,0.000865063113392869,0.0132863308739112
"Lflavo2a007759",905.319060393551,-0.360881406647,0.0802237498086676,-4.49843603057319,6.84551874032779e-06,0.000341003760967302
"Lflavo2a007743",3261.87975938226,-0.625378069530732,0.114507993478245,-5.46143592717433,4.72298709711832e-08,6.64642359241976e-06
"Lflavo2a007751",4172.25837205959,-0.221903606300031,0.0740118926592251,-2.99821553438374,0.00271565542993562,0.0314212218193373
"Lflavo2a007733",2372.47241774954,-0.290020369440109,0.0854484273964796,-3.3940983851513,0.000688549510327956,0.0111374861886094
"Lflavo2a007748",4172.75786171372,-0.577469150497414,0.12899534511534,-4.47666658034115,7.58175151207752e-06,0.000369503716549648
"Lflavo2a013521",50.4431193055407,-0.489214165257565,0.132427960049598,-3.69419090254309,0.000220588038308302,0.00463317189416951
"Lflavo2a013522",3605.99298305069,-0.818834554001831,0.139974893877831,-5.84986729632034,4.91965359200562e-09,1.02565666923702e-06
"Lflavo2a013546",100.169943782795,-0.693831385807836,0.15684619945096,-4.42364168361486,9.7050933737474e-06,0.000440564279038904
"Lflavo2a013556",1432.12974289895,-0.842725670358008,0.192061608819209,-4.3877882495053,1.14509178374856e-05,0.000493925030706565
"Lflavo2a012412",755.726394666964,-0.370269108002209,0.0812390572604337,-4.55777209249502,5.16990920962703e-06,0.000271975877953183
"Lflavo2a011194",3932.75613032133,-0.469819834030762,0.122353417702867,-3.83985868847334,0.00012310514882949,0.00296770399469463
"Lflavo2a009548",1491.78812237235,-0.261972738579128,0.0767090113541318,-3.4151494583826,0.00063747022706265,0.010416022955401
"Lflavo2a009536",9.48623594651422,-1.07227119303013,0.29611499055506,-3.62113107148067,0.000293317856657095,0.00577302872420555
"Lflavo2a009563",12.6240519396624,-0.436834198628191,0.148632782411482,-2.93901649111863,0.00329255554553021,0.0365918956876397
"Lflavo2a009541",4738.91035835623,-0.176632588323567,0.0432503691665889,-4.08395562227979,4.42754898577836e-05,0.001354493110921
"Lflavo2a008757",1514.15845586157,-0.149764976595197,0.0529063689654928,-2.83075515337064,0.00464382551102805,0.0469054422006348
"Lflavo2a008436",482.737318436979,-0.215971369633148,0.0671825450089023,-3.21469467410813,0.00130583336504928,0.0182622012717079
"Lflavo2a008428",245.709236350048,-0.748796649115516,0.204769219707194,-3.65678323229558,0.000255400182682348,0.00520265261180666
"Lflavo2a000800",152.545793587902,-0.389693597058756,0.132905859856853,-2.93210244814244,0.00336675664416712,0.0371937947848
"Lflavo2a000820",2.65969620391873,-1.59268516560209,0.413555865178341,-3.85119714096006,0.000117541828365506,0.00286677881851493
"Lflavo2a006788",13.9310540189626,-0.537753110169346,0.17860863752444,-3.01079005821185,0.00260568944040334,0.0308378002992414
"Lflavo2a006813",1322.6122284656,-0.447154373335593,0.0997737998071865,-4.48168130510938,7.40572790569134e-06,0.000364077226036127
"Lflavo2a006796",247.763764684556,-0.377169733914775,0.0815157925001495,-4.62695291730229,3.7108483129219e-06,0.000207547723341805
"Lflavo2a006797",2316.28051351759,-0.270726471995244,0.0773585550074299,-3.49963196661626,0.000465900924677297,0.00827304828078392
"Lflavo2a006812",396.579277026223,-0.382145553691647,0.126727669457327,-3.0154863206123,0.00256567511861662,0.0306302974394336
"Lflavo2a006811",10.0328279303019,-1.21025730107072,0.336422042453081,-3.59743758835157,0.000321367574494305,0.00615298665587905
"Lflavo2a006775",12.7730720677537,-1.52329035273552,0.38321869627186,-3.97498965357076,7.03823158214675e-05,0.00195645459634094
"Lflavo2a006770",22.0114988247234,-0.595856413045274,0.137572639228139,-4.33121306960722,1.48290097043791e-05,0.000598642500936336
"Lflavo2a010584",194.424874881398,-0.220402876159273,0.0683695082628381,-3.22370135107541,0.00126545299248815,0.0178080872367895
"Lflavo2a010590",809.446282957747,-0.128355399649211,0.0418994842792445,-3.0634123989157,0.00218828263088169,0.0272290475032234
"Lflavo2a010478",479.797934099379,-0.368326720150624,0.120936664654442,-3.04561665565247,0.00232203680954579,0.0284146634802897
"Lflavo2a011957",6610.84965663484,-0.177477538677235,0.0521237030596691,-3.40492958595183,0.000661811162291524,0.010766864255893
"Lflavo2a003116",30858.3464358354,-0.417958093690795,0.115183319131129,-3.62863387549177,0.000284924984897915,0.00566728883388822
"Lflavo2a001447",3761.67410397033,-0.188721298062158,0.0403973120357393,-4.67163008012012,2.98818763025925e-06,0.000176343521670225
"Lflavo2a001529",794.822024446543,-0.23595921385639,0.0790552699685587,-2.98473731036823,0.00283821949177102,0.0324392639983331
"Lflavo2a001509",1464.35928994144,-0.184751744764801,0.0617658574117978,-2.9911629580894,0.0027791714133158,0.0319675581952566
"Lflavo2a001432",849.313513234334,-0.253075633816253,0.0767840407852635,-3.29594055259493,0.000980927696837307,0.0146217481526669
"Lflavo2a001531",1879.98738814303,-0.401206508301532,0.100989394766432,-3.97275881521463,7.10449754757404e-05,0.00197001067464504
"Lflavo2a000173",893.464551802047,-0.181381624735491,0.0558151487705071,-3.24968451631779,0.00115533100443061,0.0165479853026461
"Lflavo2a000159",132.36114835041,-0.508791146966891,0.172926495169558,-2.94223939754294,0.00325847916636182,0.0362866324591323
"Lflavo2a012313",443.35144055196,-0.102675110252389,0.0360647464686893,-2.84696609032118,0.00441380636717184,0.0451733018923823
"Lflavo2a012286",2198.4044119408,-0.216677602263837,0.0719740100945311,-3.01049784469772,0.00260819799046782,0.0308378002992414
"Lflavo2a012315",139.131199821457,-0.515207561611338,0.131530675046115,-3.91701450198371,8.96523575571909e-05,0.00233363499058823
"Lflavo2a012274",422.424268060536,-0.243209331922692,0.0849088204633974,-2.86435885689326,0.00417854327476418,0.0434295449740824
"Lflavo2a005082",2288.77797286839,-0.243494654259095,0.0674603230685193,-3.60944986895154,0.000306847064419577,0.00592535892150188
"Lflavo2a005080",5924.78058918309,-0.170750220811362,0.0497598338378365,-3.43148695728816,0.000600281994980806,0.00993819808749105
